code,name,关注度,股息率,今年相对大盘强弱,财报,5日涨跌幅,新闻,total_score
000532,华金资本,2.1,0.88,2,16.16,6,0.0,27.14
000504,*ST生物,2.2,0.0,8,12.65,4,0.0,26.85
600009,上海机场,2.4,1.54,2,16.75,4,0.0,26.69
600021,上海电力,1.8,4.0,3,9.68,4,4.0,26.48
600038,中直股份,2.4,1.42,3,15.32,4,0.0,26.14
000050,深天马Ａ,2.3,0.0,3,12.65,6,2.0,25.95
000407,胜利股份,1.0,1.91,3,15.99,4,0.0,25.9
000035,中国天楹,1.0,1.05,10,11.85,2,0.0,25.9
600022,山东钢铁,1.9,0.0,6,13.85,4,0.0,25.75
000429,粤高速Ａ,2.2,7.74,6,5.45,4,0.0,25.39
600007,中国国贸,2.1,8.03,6,3.1,6,0.0,25.23
600029,南方航空,2.6,0.0,2,16.27,4,0.0,24.87
000036,华联控股,2.0,0.0,2,14.31,6,0.0,24.31
600004,白云机场,2.2,3.54,3,11.53,4,0.0,24.27
600039,四川路桥,2.0,0.69,3,16.4,2,0.0,24.09
600006,东风股份,2.3,0.16,2,13.16,6,0.0,23.62
600519,贵州茅台,7.0,3.32,6,-3.72,6,5.0,23.6
000060,中金岭南,1.0,2.74,6,7.74,6,0.0,23.48
000012,南  玻Ａ,1.0,3.08,6,9.26,4,0.0,23.34
600015,华夏银行,3.3,7.21,6,0.78,6,0.0,23.29
000078,海王生物,1.0,0.0,6,3.18,10,2.0,22.18
000507,珠海港,1.7,2.41,6,10.0,2,0.0,22.11
600000,浦发银行,5.4,7.01,2,1.3,4,2.0,21.71
000037,深南电A,1.7,0.0,8,10.0,2,0.0,21.7
000088,盐 田 港,2.2,3.83,6,5.39,4,0.0,21.42
600008,首创环保,2.6,4.83,6,3.95,4,0.0,21.38
600660,福耀玻璃,4.7,4.12,2,4.22,6,0.0,21.04
000008,神州高铁,1.0,0.0,4,14.03,2,0.0,21.03
000025,特  力Ａ,2.2,1.23,3,8.35,6,0.0,20.78
000049,德赛电池,3.2,2.43,6,4.88,4,0.0,20.51
000158,常山北明,2.0,0.31,2,10.0,6,0.0,20.31
000031,大悦城,1.8,0.0,6,6.29,6,0.0,20.09
000030,富奥股份,1.0,5.25,2,5.59,6,0.0,19.84
000011,深物业A,2.1,0.48,3,10.0,4,0.0,19.58
600036,招商银行,6.4,4.76,3,1.25,4,0.0,19.41
600056,中国医药,1.0,0.37,6,6.02,6,0.0,19.39
000538,云南白药,4.5,5.19,4,1.59,4,0.0,19.28
000089,深圳机场,2.2,3.55,4,3.48,6,0.0,19.23
000509,华塑控股,1.0,0.0,6,9.68,2,0.0,18.68
000517,荣安地产,1.8,0.0,6,6.64,4,0.0,18.44
000006,深振业Ａ,2.2,0.0,2,10.0,4,0.0,18.2
000338,潍柴动力,5.0,2.78,10,-10.0,10,0.0,17.78
600050,中国联通,2.5,2.29,2,4.95,6,0.0,17.74
600016,民生银行,3.3,2.86,4,3.44,4,0.0,17.6
000070,特发信息,1.5,0.0,10,-10.0,10,6.0,17.5
600052,东望时代,2.0,1.03,2,7.14,4,0.0,16.17
000063,中兴通讯,1.0,2.3,3,1.54,8,0.0,15.84
000045,深纺织Ａ,1.0,0.8,4,7.23,2,0.0,15.03
000333,美的集团,4.8,8.01,4,-10.0,8,0.0,14.81
600023,浙能电力,3.4,1.82,8,-2.55,4,0.0,14.67
000026,飞亚达,2.0,1.46,4,-10.0,10,7.0,14.46
600033,福建高速,1.7,2.73,2,3.69,4,0.0,14.12
000021,深科技,2.1,1.35,8,-4.25,6,0.0,13.2
600011,华能国际,5.5,8.52,3,-10.0,4,2.0,13.02
000530,冰山冷热,2.2,1.69,2,1.5,4,1.5,12.89
000425,徐工机械,3.2,3.47,2,-2.36,6,0.0,12.31
600064,南京高科,2.3,6.15,4,-4.96,4,0.0,11.49
600060,海信视像,3.0,6.92,3,-10.0,8,0.0,10.92
000039,中集集团,1.7,3.03,8,-10.0,8,0.0,10.73
000068,华控赛格,2.2,0.0,4,0.0,4,0.0,10.2
600025,华能水电,2.9,4.15,6,-5.23,2,0.0,9.82
000001,平安银行,3.9,5.67,4,-10.0,6,0.0,9.57
601006,大秦铁路,4.5,3.07,6,-10.0,4,2.0,9.57
000166,申万宏源,3.1,3.16,2,-4.75,6,0.0,9.51
000019,深粮控股,1.8,3.61,8,-10.0,6,0.0,9.41
600012,皖通高速,2.2,7.18,6,-10.0,4,0.0,9.38
000404,长虹华意,2.3,7.02,6,-10.0,4,0.0,9.32
000533,顺钠股份,3.2,0.0,10,-8.23,4,0.0,8.97
000536,华映科技,1.0,0.0,2,-0.37,6,0.0,8.63
000403,派林生物,2.2,5.02,3,-10.0,4,4.0,8.22
600035,楚天高速,2.3,7.31,4,-10.0,4,0.0,7.61
000531,穗恒运Ａ,1.0,1.51,6,-10.0,2,7.0,7.51
000400,许继电气,2.7,1.72,4,-10.0,2,7.0,7.42
000090,天健集团,2.2,5.02,4,-10.0,6,0.0,7.22
000513,丽珠集团,1.8,7.01,4,-10.0,4,0.0,6.81
000520,凤凰航运,1.9,0.0,2,0.85,2,0.0,6.75
000420,吉林化纤,2.7,0.0,8,-10.0,6,0.0,6.7
000016,深康佳Ａ,1.7,0.0,2,-1.2,4,0.0,6.5
000156,华数传媒,2.0,4.2,4,-10.0,6,0.0,6.2
600018,上港集团,3.8,5.21,3,-10.0,4,0.0,6.01
000007,全新好,1.8,0.0,8,-10.0,6,0.0,5.8
000065,北方国际,3.6,2.0,6,-10.0,4,0.0,5.6
600061,国投资本,2.2,4.3,3,-10.0,6,0.0,5.5
000537,绿发电力,2.5,0.9,10,-10.0,2,0.0,5.4
000541,佛山照明,2.1,4.16,3,-10.0,6,0.0,5.26
600028,中国石化,4.4,3.84,3,-10.0,4,0.0,5.24
000528,柳    工,2.1,5.12,2,-10.0,6,0.0,5.22
300979,华利集团,2.3,4.77,2,-10.0,4,2.0,5.07
000010,美丽生态,1.0,0.0,8,-10.0,4,2.0,5.0
600027,华电国际,4.6,5.4,3,-10.0,2,0.0,5.0
000510,新金路,1.0,0.0,10,-10.0,4,0.0,5.0
000027,深圳能源,2.6,4.32,6,-10.0,2,0.0,4.92
600037,歌华有线,2.1,0.71,6,-10.0,6,0.0,4.81
000153,丰原药业,1.6,3.05,6,-10.0,4,0.0,4.65
000421,南京公用,1.7,1.92,2,-10.0,2,7.0,4.62
000529,广弘控股,2.3,4.12,4,-10.0,4,0.0,4.42
000411,英特集团,2.1,6.04,2,-10.0,4,0.0,4.14
600048,保利发展,1.8,5.29,3,-10.0,4,0.0,4.09
300364,中文在线,1.7,0.0,6,-10.0,6,0.0,3.7
000428,华天酒店,1.7,0.0,8,-10.0,4,0.0,3.7
000410,沈阳机床,1.8,0.0,3,-7.13,6,0.0,3.67
600051,宁波联合,2.1,1.55,6,-10.0,4,0.0,3.65
000501,武商集团,2.3,2.34,2,-7.13,4,0.0,3.51
000004,*ST国华,1.9,0.0,2,-2.54,2,0.0,3.36
000415,渤海租赁,1.0,0.0,6,-10.0,6,0.0,3.0
000042,中洲控股,1.0,0.0,8,-10.0,4,0.0,3.0
000009,中国宝安,3.3,0.67,3,-10.0,4,2.0,2.97
600017,日照港,2.0,2.63,4,-10.0,4,0.0,2.63
000521,长虹美菱,2.2,6.23,2,-10.0,2,0.0,2.43
000514,渝 开 发,2.2,0.0,4,-10.0,4,2.0,2.2
000526,学大教育,2.0,0.0,2,-10.0,8,0.0,2.0
300298,三诺生物,1.9,2.75,3,-10.0,4,0.0,1.65
000159,国际实业,1.0,0.63,6,-10.0,4,0.0,1.63
000417,合百集团,2.3,3.33,2,-10.0,4,0.0,1.63
000525,红太阳,1.6,0.0,6,-10.0,4,0.0,1.6
600059,古越龙山,1.7,1.81,4,-10.0,4,0.0,1.51
000099,中信海直,2.1,1.12,2,-10.0,6,0.0,1.22
600054,黄山旅游,1.9,1.15,6,-10.0,2,0.0,1.05
000034,神州数码,2.1,0.42,2,-9.58,6,0.0,0.94
600055,万东医疗,2.1,0.0,3,-10.0,4,1.5,0.6
600058,五矿发展,1.9,0.61,4,-10.0,4,0.0,0.51
000096,广聚能源,1.0,1.5,4,-10.0,4,0.0,0.5
000069,华侨城Ａ,2.3,0.0,2,-10.0,6,0.0,0.3
000061,农 产 品,2.2,1.94,2,-10.0,4,0.0,0.14
000056,皇庭国际,1.6,0.0,3,-6.86,2,0.0,-0.26
000498,山东路桥,2.3,0.42,3,-10.0,4,0.0,-0.28
000516,国际医学,1.0,0.0,6,-10.0,2,0.0,-1.0
000058,深 赛 格,2.3,0.6,2,-10.0,4,0.0,-1.1
000524,岭南控股,1.9,0.95,2,-10.0,4,0.0,-1.15
600053,九鼎投资,2.2,0.0,2,-10.0,4,0.0,-1.8
000002,万  科Ａ,2.1,0.0,2,-10.0,4,0.0,-1.9
000503,国新健康,2.1,0.0,2,-10.0,4,0.0,-1.9
000055,方大集团,2.1,0.0,2,-10.0,4,0.0,-1.9
000505,京粮控股,1.9,0.0,2,-10.0,4,0.0,-2.1
000032,深桑达Ａ,1.0,1.33,3,-10.0,2,0.0,-2.67
000014,沙河股份,1.0,0.0,4,-10.0,2,0.0,-3.0
000523,红棉股份,2.1,0.0,2,-10.0,2,0.0,-3.9
000048,京基智农,1.0,0.0,2,-10.0,2,0.0,-5.0
